gender,age,education,major,regions,eservice_usage,device_skill_level,freq_used,connection_type,used_purpose,PC_OS,phone_OS,security_apps,secure_level,check_legitimacy,pass_my_info,clicking_on_banners,privacy_settings,SM_services_protect_info,terms_conditions,change_pass_frequently,feel_safe_public_Wi-Fi,no_value_to_hackers?,install_software_updates,careful_clicking_on_links,Internet_security,Internet_security_up_to_date,updated_about_CC_(offline Sources),updated_about_CC(_Online Sources),avoid_disclosing,risk_increased,not_secure,protected,Accept_surveillance,law_manage,informed_threat,phishing_emails,identity_theft,malware,unable_access_online,encountering_extremism,online_extortion,concerned_about_identity_theft,concerned_about_encountering_child_pornography,concerned_about_receiving_phishing_emails,concerned_about_not_being_able_to_access_online,concerned_about_encountering_religious_extremism_material_,opinion_about_online_extortion,future_feeling_CC,government_responsible,media_responsible,tele_responsible,user_responsible,education_responsible,government_role,victim,not_victim_would_like_to_report,new_major,new_ragions,updated_about_CC_(offline Sources)_2,updated_about_CC(_Online Sources)_2
Male,Early adulthood,High School,Computer Science,Makkah,Frequently,Beginner,4,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Not sure ,Often,Often,Always,Always,Never,Often,Seldom,Seldom,Always,Seldom,Always,1,No,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.., Government or professional reports, I do not feel that I keep myself updated","Internet, website, email bulletins, blogs, etc.., Government websites (e.g. CERT), Rely on automatic updates, I do not feel that I keep myself updated",Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Always,Never,Always,Do not know,Do not know,Never,Never,Do not know,Do not know,Never,Never,Never,vanish eventually,Agree,Agree,Strongly Agree,Strongly Agree,Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Early adulthood,Postgraduate,Education,Makkah,Frequently,Intermediate,2,Private Wi-Fi,2,mac OS,IOS,"Firewall, Backup",Very secure,Always,Often,Always,Always,Often,Often,Seldom,Seldom,Always,Always,Always,2,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Always,Always,Never,Never,Never,serious issue,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,IOS,Backup,Very secure,Often,Always,Always,Often,Sometimes,Sometimes,Always,Often,Often,Always,Always,1,I don't know,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,serious issue,Neutral,Neutral,Neutral,Neutral,Neutral,Don’t know,No,"Yes, I would",Technical,Western_Province,No,No
Female,Adult,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,1,Cellular network,3,Windows,IOS,Software update,Very secure,Often,Often,Sometimes,Often,Sometimes,Seldom,Sometimes,Seldom,Often,Seldom,Seldom,1,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Never,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,No
Female,Adult,Undergraduate,Languages,Makkah,Frequently,Beginner,1,Cellular network,1,I don't know,I don't know,"Software update, Backup",Not sure ,Never,Never,Sometimes,Seldom,Sometimes,Never,Sometimes,Seldom,Sometimes,Seldom,Seldom,0,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Always,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,Android,"Anti-virus, Firewall, Software update",Very secure,Sometimes,Always,Often,Always,Always,Always,Often,Always,Often,Always,Always,1,Yes,"Newspapers, magazines, Posters",Government websites (e.g. CERT),Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Sometimes,Always,Always,vanish eventually,Strongly Agree,Agree,Agree,Agree,Agree,strict laws and punishments,No,"No, I would not",Technical,Western_Province,Yes,No
Female,Early adulthood,Undergraduate,Preuniversity,Makkah,Frequently,Intermediate,2,Private Wi-Fi,2,Windows,Android,Anti-virus,Very secure,Often,Often,Always,Often,Sometimes,Often,Never,Seldom,Seldom,Never,Often,1,No,I do not feel that I keep myself updated,"TV, news, radio, Internet, website, email bulletins, blogs, etc..",Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Always,Never,Sometimes,Never,Sometimes,Never,Always,Do not know,Always,Sometimes,Always,Always,vanish eventually,Strongly Agree,Agree,Strongly Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,High School,Languages,Riyadh,Frequently,Beginner,1,Public Wi-Fi,1,Windows,I don't know,None,Not secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1,Yes,"Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Sometimes,Sometimes,Do not know,Always,Always,Always,Always,Always,Always,Don't know,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Central_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Medicine or public health,Makkah,Frequently,Intermediate,5,Public Wi-Fi,6,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN), Encryption, Software update, Backup",Very secure,Often,Never,Always,Always,Often,Always,Seldom,Seldom,Seldom,Seldom,Never,4,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Always,Do not know,Sometimes,Do not know,Do not know,Always,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No role,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Adult,Undergraduate,Kindergarden,Makkah,Frequently,Beginner,2,Private Wi-Fi,1,mac OS,IOS,Backup,Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,2,Yes,"Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Computer Science,Riyadh,Frequently,Expert ,2,Private Wi-Fi,3,Windows,IOS,"Firewall, Software update, Backup",Neutral,Seldom,Never,Often,Never,Sometimes,Never,Never,Never,Often,Seldom,Always,1,I don't know,Government or professional reports,"TV, news, radio",Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Neutral,Never,Never,Do not know,Never,Do not know,Never,Always,Sometimes,Never,Always,Sometimes,Always,no change,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Technical,Central_Province,No,Yes
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,2,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN), Software update, Backup",Very secure,Always,Never,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Always,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc..","TV, news, radio, Government websites (e.g. CERT), Internet service provider ISPs",Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Never,Always,Always,Always,Never,Always,Always,Always,Always,Always,vanish eventually,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Media,Makkah,Frequently,Beginner,1,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Backup",Not sure ,Seldom,Often,Sometimes,Often,Sometimes,Never,Never,Seldom,Always,Often,Often,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Never,Never,Do not know,Never,Never,Never,Never,Always,Never,Do not know,Always,Sometimes,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don’t know,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Expert ,2,Private Wi-Fi,3,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN), Encryption, Software update, Backup",Very secure,Always,Always,Often,Always,Always,Always,Always,Always,Often,Always,Always,3,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc..","Internet, website, email bulletins, blogs, etc.., Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,public awareness,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Male,Early adulthood,Undergraduate,Languages,Makkah,Frequently,Intermediate,6,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Encryption, Software update, Backup",Very secure,Always,Seldom,Always,Always,Never,Never,Always,Seldom,Never,Always,Always,1,Yes,"Professional activities: conferences, meetings, briefings, etc.., Government or professional reports","Government websites (e.g. CERT), Internet service provider ISPs, Rely on automatic updates",Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Never,Never,Never,Always,Do not know,Never,Always,Do not know,Always,Do not know,Always,Do not know,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,monitor organisations,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,High School,Computer Science,Riyadh,Frequently,Intermediate,1,Private Wi-Fi,2,I don't know,IOS,"Authentication (e.g. password, PIN)",Very secure,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,1,Yes,"Newspapers, magazines, Posters","TV, news, radio",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Always,Don't know,Disagree,Neutral,Neutral,Neutral,Neutral,Don’t know,No,"Yes, I would",Technical,Central_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Expert ,1,Private Wi-Fi,1,Windows,IOS,"Software update, Backup",Very secure,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Often,Often,Often,1,Yes,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc..",Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Sometimes,Do not know,Do not know,Sometimes,Do not know,Never,Never,Never,Always,Always,Always,Never,serious issue,Agree,Strongly Agree,Strongly Agree,Agree,Agree,strict laws and punishments,No,"No, I would not",Technical,Western_Province,Yes,Yes
Male,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Expert ,1,Private Wi-Fi,4,Windows,Android,None,Not sure ,Seldom,Seldom,Always,Always,Seldom,Never,Never,Seldom,Seldom,Often,Always,2,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Always,Never,Do not know,Sometimes,Do not know,Do not know,Always,Do not know,Always,Always,Always,Do not know,serious issue,Neutral,Agree,Agree,Strongly Agree,Agree,public awareness,Yes,"No, I would not",Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,Android,Backup,Very secure,Always,Sometimes,Always,Always,Sometimes,Often,Always,Always,Sometimes,Always,Always,1,Yes,"Newspapers, magazines, Posters","TV, news, radio",Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Sometimes,Sometimes,Sometimes,Do not know,Do not know,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,vanish eventually,Agree,Agree,Neutral,Agree,Neutral,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Early adulthood,High School,Computer Science,Makkah,Frequently,Intermediate,1,Cellular network,1,I don't know,IOS,None,Not sure ,Sometimes,Often,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Seldom,Never,0,No,Internet service provider ISPs,I do not feel that I keep myself updated,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Always,Don't know,Neutral,Neutral,Neutral,Neutral,Neutral,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,No
Female,Adult,Undergraduate,Languages,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,IOS,Software update,Very secure,Always,Never,Always,Always,Often,Always,Always,Sometimes,Often,Always,Always,1,I don't know,I do not feel that I keep myself updated,Rely on automatic updates,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,No,No
Male,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Expert ,2,Private Wi-Fi,6,Windows,IOS,"Anti-virus, Encryption, Software update, Backup",Very secure,Often,Seldom,Always,Always,Seldom,Seldom,Often,Never,Seldom,Always,Often,1,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.., Government websites (e.g. CERT)",Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Sometimes,Never,Never,Never,Never,Always,Never,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Adult,Postgraduate,Arabic Language,Makkah,Frequently,Beginner,1,Private Wi-Fi,2,Windows,Android,"Authentication (e.g. password, PIN), Backup",Not sure ,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,serious issue,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Early adulthood,High School,Education,Makkah,Frequently,Intermediate,1,Cellular network,1,I don't know,IOS,"Authentication (e.g. password, PIN)",Very secure,Often,Often,Often,Always,Sometimes,Sometimes,Always,Often,Always,Always,Seldom,1,Yes,Internet service provider ISPs,"Internet, website, email bulletins, blogs, etc..",Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Never,Never,Somtimes,Do not know,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,Undergraduate,Islamic studies,Makkah,Frequently,Intermediate,2,Private Wi-Fi,2,Windows,IOS,Firewall,Very secure,Always,Always,Always,Always,Always,Always,Always,Often,Often,Always,Always,1,Yes,"Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Do not know,Do not know,Do not know,Do not know,Always,Always,Always,Always,Always,Always,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,3,Private Wi-Fi,5,Windows,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN), Software update, Backup",Very secure,Often,Always,Often,Always,Sometimes,Seldom,Never,Never,Seldom,Sometimes,Never,2,Yes,"Newspapers, magazines, Posters, I do not feel that I keep myself updated","TV, news, radio, Internet, website, email bulletins, blogs, etc.., I do not feel that I keep myself updated",Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Sometimes,Do not know,Do not know,Do not know,Never,Never,Somtimes,Never,Sometimes,Sometimes,Always,Sometimes,vanish eventually,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,global cyber security,Yes,"No, I would not",Technical,Western_Province,Yes,Yes
Female,Adult,High School,Education,Makkah,Frequently,Beginner,1,Cellular network,1,Windows,IOS,"Authentication (e.g. password, PIN)",Very secure,Often,Always,Always,Always,Always,Always,Often,Often,Seldom,Often,Often,1,Yes,Internet service provider ISPs,"Internet, website, email bulletins, blogs, etc..",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Do not know,Sometimes,Sometimes,Do not know,Always,Always,Sometimes,Always,Always,Always,Always,serious issue,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,global cyber security,No,"No, I would not",Not Technical,Western_Province,No,Yes
